VERSION	2020-38079
DATE	2021-11-22, 18:21:33 (+0800)
HEIGHT	1.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.5001.500
TIME_STEP	0.0000.0040.0080.0120.0160.0200.0240.0280.0320.0360.0400.0440.0480.0520.0560.0600.0640.0680.0720.0760.0800.0840.0880.0920.0960.1000.1040.1080.1120.1160.1200.1240.1280.1320.1360.1400.1440.1480.1520.1560.1600.1640.1680.1720.1760.1800.1840.1880.1920.1960.2000.2040.2080.2120.2160.2200.2240.2280.2320.2360.2400.2440.2480.2520.2560.2600.2640.2680.2720.2760.2800.2840.2880.2920.2960.3000.3040.3080.3120.3160.3200.3240.3280.3320.3360.3400.3440.3480.3520.3560.3600.3640.3680.3720.3760.3800.3840.3880.3920.3960.4000.4040.4080.4120.4160.4200.4240.4280.4320.4360.4400.4440.4480.4520.4560.4600.4640.4680.4720.4760.4800.4840.4880.4920.4960.5000.5040.5080.5120.5160.5200.5240.5280.5320.5360.5400.5440.5480.5520.5560.5600.5640.5680.5720.5760.5800.5840.5880.5920.5960.6000.6040.6080.6120.6160.6200.6240.6280.6320.6360.6400.6440.6480.6520.6560.6600.6640.6680.6720.6760.6800.6840.6880.6920.6960.7000.7040.7080.7120.7160.7200.7240.7280.7320.7360.7400.7440.7480.7520.7560.7600.7640.7680.7720.7760.7800.7840.7880.7920.7960.8000.8040.8080.8120.8160.8200.8240.8280.8320.8360.8400.8440.8480.8520.8560.8600.8640.8680.8720.8760.8800.8840.8880.8920.8960.9000.9040.9080.9120.9160.9200.9240.9280.9320.9360.9400.9440.9480.9520.9560.9600.9640.9680.9720.9760.9800.9840.9880.9920.9961.0001.0041.0081.0121.0161.0201.0241.0281.0321.0361.0401.0441.0481.0521.0561.0601.0641.0681.0721.0761.0801.0841.0881.0921.0961.1001.1041.1081.1121.1161.1201.1241.1281.1321.1361.1401.1441.1481.1521.1561.1601.1641.1681.1721.1761.1801.1841.1881.1921.1961.2001.2041.2081.2121.2161.2201.2241.2281.2321.2361.2401.2441.2481.2521.2561.2601.2641.2681.2721.2761.2801.2841.2881.2921.2961.3001.3041.3081.3121.3161.3201.3241.3281.3321.3361.3401.3441.3481.3521.3561.3601.3641.3681.3721.3761.3801.3841.3881.3921.3961.4001.4041.4081.4121.4161.4201.4241.4281.4321.4361.4401.4441.4481.4521.4561.4601.4641.4681.4721.4761.4801.4841.4881.4921.4961.5001.5041.5081.5121.5161.5201.5241.5281.5321.5361.5401.5441.5481.5521.5561.5601.5641.5681.5721.5761.5801.5841.5881.5921.5961.6001.6041.6081.6121.6161.6201.6241.6281.6321.6361.6401.6441.6481.6521.6561.6601.6641.6681.6721.6761.6801.6841.6881.6921.6961.7001.7041.7081.7121.7161.7201.7241.7281.7321.7361.7401.7441.7481.7521.7561.7601.7641.7681.7721.7761.7801.7841.7881.7921.7961.8001.8041.8081.8121.8161.8201.8241.8281.8321.8361.8401.8441.8481.8521.8561.8601.8641.8681.8721.8761.8801.8841.8881.8921.8961.9001.9041.9081.9121.9161.9201.9241.9281.9321.9361.9401.9441.9481.9521.9561.9601.9641.9681.9721.9761.9801.9841.9881.9921.9962.0002.0042.0082.0122.0162.0202.0242.0282.0322.0362.0402.0442.0482.0522.0562.0602.0642.0682.0722.0762.0802.0842.0882.0922.0962.1002.1042.1082.1122.1162.1202.1242.1282.1322.1362.1402.1442.1482.1522.1562.1602.1642.1682.1722.1762.1802.1842.1882.1922.1962.2002.2042.2082.2122.2162.2202.2242.2282.2322.2362.2402.2442.2482.2522.2562.2602.2642.2682.2722.2762.2802.2842.2882.2922.2962.3002.3042.3082.3122.3162.3202.3242.3282.3322.3362.3402.3442.3482.3522.3562.3602.3642.3682.3722.3762.3802.3842.3882.3922.3962.4002.4042.4082.4122.4162.4202.4242.4282.4322.4362.4402.4442.4482.4522.4562.4602.4642.4682.4722.4762.4802.4842.4882.4922.4962.5002.5042.5082.5122.5162.5202.5242.5282.5322.5362.5402.5442.5482.5522.5562.5602.5642.5682.5722.5762.5802.5842.5882.5922.5962.6002.6042.6082.6122.6162.6202.6242.6282.6322.6362.6402.6442.6482.6522.6562.6602.6642.6682.6722.6762.6802.6842.6882.6922.6962.7002.7042.7082.7122.7162.7202.7242.7282.7322.7362.7402.7442.7482.7522.7562.7602.7642.7682.7722.7762.7802.7842.7882.7922.7962.8002.8042.8082.8122.8162.8202.8242.8282.8322.8362.8402.8442.8482.8522.8562.8602.8642.8682.8722.8762.8802.8842.8882.8922.8962.9002.9042.9082.9122.9162.9202.9242.9282.9322.9362.9402.9442.9482.9522.9562.9602.9642.9682.9722.9762.9802.9842.9882.9922.9963.0003.0043.0083.0123.0163.0203.0243.0283.0323.0363.0403.0443.0483.0523.0563.0603.0643.0683.0723.0763.0803.0843.0883.0923.0963.1003.1043.1083.1123.1163.1203.1243.1283.1323.1363.1403.1443.1483.1523.1563.1603.1643.1683.1723.1763.1803.1843.1883.1923.1963.2003.2043.2083.2123.2163.2203.2243.2283.2323.2363.2403.2443.2483.2523.2563.2603.2643.2683.2723.2763.2803.2843.2883.2923.2963.3003.3043.3083.3123.3163.3203.3243.3283.3323.3363.3403.3443.3483.3523.3563.3603.3643.3683.3723.3763.3803.3843.3883.3923.3963.4003.4043.4083.4123.4163.4203.4243.4283.4323.4363.4403.4443.4483.4523.4563.4603.4643.4683.4723.4763.4803.4843.4883.4923.4963.5003.5043.5083.5123.5163.5203.5243.5283.5323.5363.5403.5443.5483.5523.5563.5603.5643.5683.5723.5763.5803.5843.5883.5923.5963.6003.6043.6083.6123.6163.6203.6243.6283.6323.6363.6403.6443.6483.6523.6563.6603.6643.6683.6723.6763.6803.6843.6883.6923.6963.7003.7043.7083.7123.7163.7203.7243.7283.7323.7363.7403.7443.7483.7523.7563.7603.7643.7683.7723.7763.7803.7843.7883.7923.7963.8003.8043.8083.8123.8163.8203.8243.8283.8323.8363.8403.8443.8483.8523.8563.8603.8643.8683.8723.8763.8803.8843.8883.8923.8963.9003.9043.9083.9123.9163.9203.9243.9283.9323.9363.9403.9443.9483.9523.9563.9603.9643.9683.9723.9763.9803.9843.9883.9923.9964.000
RESOLUTION	0.50000000

BEGIN_DATA
-7.50000 4.00000 1.50000 -45.5540
-7.50000 4.00000 1.50000 -45.5715
-7.50000 4.00000 1.50000 -45.5890
-7.50000 4.00000 1.50000 -45.6066
-7.50000 4.00000 1.50000 -45.6242
-7.50000 4.00000 1.50000 -45.6420
-7.50000 4.00000 1.50000 -45.6598
-7.50000 4.00000 1.50000 -45.6778
-7.50000 4.00000 1.50000 -45.6959
-7.50000 4.00000 1.50000 -45.7140
-7.50000 4.00000 1.50000 -45.7322
-7.50000 4.00000 1.50000 -45.7505
-7.50000 4.00000 1.50000 -45.7688
-7.50000 4.00000 1.50000 -45.7872
-7.50000 4.00000 1.50000 -45.8057
-7.50000 4.00000 1.50000 -45.8242
-7.50000 4.00000 1.50000 -45.8429
-7.50000 4.00000 1.50000 -45.8615
-7.50000 4.00000 1.50000 -45.8803
-7.50000 4.00000 1.50000 -45.8990
-7.50000 4.00000 1.50000 -45.9179
-7.50000 4.00000 1.50000 -45.9369
-7.50000 4.00000 1.50000 -45.9558
-7.50000 4.00000 1.50000 -45.9749
-7.50000 4.00000 1.50000 -45.9940
-7.50000 4.00000 1.50000 -46.0131
-7.50000 4.00000 1.50000 -46.0323
-7.50000 4.00000 1.50000 -46.0515
-7.50000 4.00000 1.50000 -46.0708
-7.50000 4.00000 1.50000 -46.0901
-7.50000 4.00000 1.50000 -46.1095
-7.50000 4.00000 1.50000 -46.1289
-7.50000 4.00000 1.50000 -46.1483
-7.50000 4.00000 1.50000 -46.1678
-7.50000 4.00000 1.50000 -46.1873
-7.50000 4.00000 1.50000 -46.2068
-7.50000 4.00000 1.50000 -46.2264
-7.50000 4.00000 1.50000 -46.2459
-7.50000 4.00000 1.50000 -46.2655
-7.50000 4.00000 1.50000 -46.2852
-7.50000 4.00000 1.50000 -46.3048
-7.50000 4.00000 1.50000 -46.3245
-7.50000 4.00000 1.50000 -46.3441
-7.50000 4.00000 1.50000 -46.3638
-7.50000 4.00000 1.50000 -46.3835
-7.50000 4.00000 1.50000 -46.4032
-7.50000 4.00000 1.50000 -46.4229
-7.50000 4.00000 1.50000 -46.4426
-7.50000 4.00000 1.50000 -46.4623
-7.50000 4.00000 1.50000 -46.4820
-7.50000 4.00000 1.50000 -46.5016
-7.50000 4.00000 1.50000 -46.5213
-7.50000 4.00000 1.50000 -46.5410
-7.50000 4.00000 1.50000 -46.5606
-7.50000 4.00000 1.50000 -46.5802
-7.50000 4.00000 1.50000 -46.5998
-7.50000 4.00000 1.50000 -46.6194
-7.50000 4.00000 1.50000 -46.6389
-7.50000 4.00000 1.50000 -46.6584
-7.50000 4.00000 1.50000 -46.6779
-7.50000 4.00000 1.50000 -46.6973
-7.50000 4.00000 1.50000 -46.7167
-7.50000 4.00000 1.50000 -46.7360
-7.50000 4.00000 1.50000 -46.7553
-7.50000 4.00000 1.50000 -46.7746
-7.50000 4.00000 1.50000 -46.7937
-7.50000 4.00000 1.50000 -46.8129
-7.50000 4.00000 1.50000 -46.8319
-7.50000 4.00000 1.50000 -46.8509
-7.50000 4.00000 1.50000 -46.8698
-7.50000 4.00000 1.50000 -46.8887
-7.50000 4.00000 1.50000 -46.9074
-7.50000 4.00000 1.50000 -46.9261
-7.50000 4.00000 1.50000 -46.9447
-7.50000 4.00000 1.50000 -46.9632
-7.50000 4.00000 1.50000 -46.9817
-7.50000 4.00000 1.50000 -47.0000
-7.50000 4.00000 1.50000 -47.0182
-7.50000 4.00000 1.50000 -47.0363
-7.50000 4.00000 1.50000 -47.0543
-7.50000 4.00000 1.50000 -47.0722
-7.50000 4.00000 1.50000 -47.0900
-7.50000 4.00000 1.50000 -47.1077
-7.50000 4.00000 1.50000 -47.1252
-7.50000 4.00000 1.50000 -47.1426
-7.50000 4.00000 1.50000 -47.1599
-7.50000 4.00000 1.50000 -47.1771
-7.50000 4.00000 1.50000 -47.1941
-7.50000 4.00000 1.50000 -47.2110
-7.50000 4.00000 1.50000 -47.2277
-7.50000 4.00000 1.50000 -47.3025
-7.50000 4.00000 1.50000 -47.3100
-7.50000 4.00000 1.50000 -47.3174
-7.50000 4.00000 1.50000 -47.3245
-7.50000 4.00000 1.50000 -47.3314
-7.50000 4.00000 1.50000 -47.3381
-7.50000 4.00000 1.50000 -47.3447
-7.50000 4.00000 1.50000 -47.3511
-7.50000 4.00000 1.50000 -47.3573
-7.50000 4.00000 1.50000 -47.3632
-7.50000 4.00000 1.50000 -47.3690
-7.50000 4.00000 1.50000 -47.3745
-7.50000 4.00000 1.50000 -47.3799
-7.50000 4.00000 1.50000 -47.3850
-7.50000 4.00000 1.50000 -47.3899
-7.50000 4.00000 1.50000 -47.3945
-7.50000 4.00000 1.50000 -47.3990
-7.50000 4.00000 1.50000 -47.4032
-7.50000 4.00000 1.50000 -47.4072
-7.50000 4.00000 1.50000 -47.4110
-7.50000 4.00000 1.50000 -47.4146
-7.50000 4.00000 1.50000 -47.4179
-7.50000 4.00000 1.50000 -47.4211
-7.50000 4.00000 1.50000 -47.4240
-7.50000 4.00000 1.50000 -47.4266
-7.50000 4.00000 1.50000 -47.4290
-7.50000 4.00000 1.50000 -47.4313
-7.50000 4.00000 1.50000 -47.4332
-7.50000 4.00000 1.50000 -47.4350
-7.50000 4.00000 1.50000 -47.4365
-7.50000 4.00000 1.50000 -47.4378
-7.50000 4.00000 1.50000 -47.4389
-7.50000 4.00000 1.50000 -47.4398
-7.50000 4.00000 1.50000 -47.4404
-7.50000 4.00000 1.50000 -47.4408
-7.50000 4.00000 1.50000 -47.4409
-7.50000 4.00000 1.50000 -47.4409
-7.50000 4.00000 1.50000 -47.4406
-7.50000 4.00000 1.50000 -47.4401
-7.50000 4.00000 1.50000 -47.4393
-7.50000 4.00000 1.50000 -47.4384
-7.50000 4.00000 1.50000 -47.4372
-7.50000 4.00000 1.50000 -47.4358
-7.50000 4.00000 1.50000 -47.4342
-7.50000 4.00000 1.50000 -47.4323
-7.50000 4.00000 1.50000 -47.4303
-7.50000 4.00000 1.50000 -47.4280
-7.50000 4.00000 1.50000 -47.4255
-7.50000 4.00000 1.50000 -47.4228
-7.50000 4.00000 1.50000 -47.4199
-7.50000 4.00000 1.50000 -47.4168
-7.50000 4.00000 1.50000 -47.4134
-7.50000 4.00000 1.50000 -47.4099
-7.50000 4.00000 1.50000 -47.4061
-7.50000 4.00000 1.50000 -47.4022
-7.50000 4.00000 1.50000 -47.3980
-7.50000 4.00000 1.50000 -47.3937
-7.50000 4.00000 1.50000 -47.3891
-7.50000 4.00000 1.50000 -47.3844
-7.50000 4.00000 1.50000 -47.3794
-7.50000 4.00000 1.50000 -47.3743
-7.50000 4.00000 1.50000 -47.3690
-7.50000 4.00000 1.50000 -47.3635
-7.50000 4.00000 1.50000 -47.3578
-7.50000 4.00000 1.50000 -47.3519
-7.50000 4.00000 1.50000 -47.3459
-7.50000 4.00000 1.50000 -47.3397
-7.50000 4.00000 1.50000 -47.3333
-7.50000 4.00000 1.50000 -47.3267
-7.50000 4.00000 1.50000 -47.3200
-7.50000 4.00000 1.50000 -47.3131
-7.50000 4.00000 1.50000 -47.3061
-7.50000 4.00000 1.50000 -47.2989
-7.50000 4.00000 1.50000 -47.2915
-7.50000 4.00000 1.50000 -47.2840
-7.50000 4.00000 1.50000 -47.2764
-7.50000 4.00000 1.50000 -47.2686
-7.50000 4.00000 1.50000 -47.2607
-7.50000 4.00000 1.50000 -47.2526
-7.50000 4.00000 1.50000 -47.2442
-7.50000 4.00000 1.50000 -47.2358
-7.50000 4.00000 1.50000 -47.2272
-7.50000 4.00000 1.50000 -47.2186
-7.50000 4.00000 1.50000 -47.2098
-7.50000 4.00000 1.50000 -47.2010
-7.50000 4.00000 1.50000 -47.1919
-7.50000 4.00000 1.50000 -47.1828
-7.50000 4.00000 1.50000 -47.1736
-7.50000 4.00000 1.50000 -47.1643
-7.50000 4.00000 1.50000 -47.1549
-7.50000 4.00000 1.50000 -47.1453
-7.50000 4.00000 1.50000 -47.1357
-7.50000 4.00000 1.50000 -47.1260
-7.50000 4.00000 1.50000 -47.1162
-7.50000 4.00000 1.50000 -47.1064
-7.50000 4.00000 1.50000 -47.0964
-7.50000 4.00000 1.50000 -47.0864
-7.50000 4.00000 1.50000 -47.0763
-7.50000 4.00000 1.50000 -47.0661
-7.50000 4.00000 1.50000 -47.0559
-7.50000 4.00000 1.50000 -47.0456
-7.50000 4.00000 1.50000 -47.0353
-7.50000 4.00000 1.50000 -47.0249
-7.50000 4.00000 1.50000 -47.0145
-7.50000 4.00000 1.50000 -47.0040
-7.50000 4.00000 1.50000 -46.9935
-7.50000 4.00000 1.50000 -46.9829
-7.50000 4.00000 1.50000 -46.9723
-7.50000 4.00000 1.50000 -46.9617
-7.50000 4.00000 1.50000 -46.9511
-7.50000 4.00000 1.50000 -46.9404
-7.50000 4.00000 1.50000 -46.9298
-7.50000 4.00000 1.50000 -46.9191
-7.50000 4.00000 1.50000 -46.9084
-7.50000 4.00000 1.50000 -46.8977
-7.50000 4.00000 1.50000 -46.8870
-7.50000 4.00000 1.50000 -46.8763
-7.50000 4.00000 1.50000 -46.8656
-7.50000 4.00000 1.50000 -46.8549
-7.50000 4.00000 1.50000 -46.8442
-7.50000 4.00000 1.50000 -46.8336
-7.50000 4.00000 1.50000 -46.8230
-7.50000 4.00000 1.50000 -46.8124
-7.50000 4.00000 1.50000 -46.8018
-7.50000 4.00000 1.50000 -46.7912
-7.50000 4.00000 1.50000 -46.7807
-7.50000 4.00000 1.50000 -46.7702
-7.50000 4.00000 1.50000 -46.7598
-7.50000 4.00000 1.50000 -46.7494
-7.50000 4.00000 1.50000 -46.7391
-7.50000 4.00000 1.50000 -46.7288
-7.50000 4.00000 1.50000 -46.7186
-7.50000 4.00000 1.50000 -46.7084
-7.50000 4.00000 1.50000 -46.6983
-7.50000 4.00000 1.50000 -46.6883
-7.50000 4.00000 1.50000 -46.6783
-7.50000 4.00000 1.50000 -46.6684
-7.50000 4.00000 1.50000 -46.6583
-7.50000 4.00000 1.50000 -46.6484
-7.50000 4.00000 1.50000 -46.6386
-7.50000 4.00000 1.50000 -46.6288
-7.50000 4.00000 1.50000 -46.6190
-7.50000 4.00000 1.50000 -46.6093
-7.50000 4.00000 1.50000 -46.5997
-7.50000 4.00000 1.50000 -46.5902
-7.50000 4.00000 1.50000 -46.5807
-7.50000 4.00000 1.50000 -46.5714
-7.50000 4.00000 1.50000 -46.5622
-7.50000 4.00000 1.50000 -46.5531
-7.50000 4.00000 1.50000 -46.5441
-7.50000 4.00000 1.50000 -46.5352
-7.50000 4.00000 1.50000 -46.5265
-7.50000 4.00000 1.50000 -46.5178
-7.50000 4.00000 1.50000 -46.5093
-7.50000 4.00000 1.50000 -46.5009
-7.50000 4.00000 1.50000 -46.4927
-7.50000 4.00000 1.50000 -46.4845
-7.50000 4.00000 1.50000 -46.4765
-7.50000 4.00000 1.50000 -46.4687
-7.50000 4.00000 1.50000 -46.4610
-7.50000 4.00000 1.50000 -47.7036
-7.50000 4.00000 1.50000 -47.6983
-7.50000 4.00000 1.50000 -47.6930
-7.50000 4.00000 1.50000 -47.6877
-7.50000 4.00000 1.50000 -47.6824
-7.50000 4.00000 1.50000 -47.6771
-7.50000 4.00000 1.50000 -47.6718
-7.50000 4.00000 1.50000 -47.6664
-7.50000 4.00000 1.50000 -47.6611
-7.50000 4.00000 1.50000 -47.6558
-7.50000 4.00000 1.50000 -47.6504
-7.50000 4.00000 1.50000 -47.6451
-7.50000 4.00000 1.50000 -47.6397
-7.50000 4.00000 1.50000 -47.6343
-7.50000 4.00000 1.50000 -47.6290
-7.50000 4.00000 1.50000 -47.6236
-7.50000 4.00000 1.50000 -47.6182
-7.50000 4.00000 1.50000 -47.6128
-7.50000 4.00000 1.50000 -47.6074
-7.50000 4.00000 1.50000 -47.6020
-7.50000 4.00000 1.50000 -47.5966
-7.50000 4.00000 1.50000 -47.5912
-7.50000 4.00000 1.50000 -47.5858
-7.50000 4.00000 1.50000 -47.5804
-7.50000 4.00000 1.50000 -47.5749
-7.50000 4.00000 1.50000 -47.5695
-7.50000 4.00000 1.50000 -47.5640
-7.50000 4.00000 1.50000 -47.5586
-7.50000 4.00000 1.50000 -47.5531
-7.50000 4.00000 1.50000 -47.5476
-7.50000 4.00000 1.50000 -47.5420
-7.50000 4.00000 1.50000 -47.5364
-7.50000 4.00000 1.50000 -47.5307
-7.50000 4.00000 1.50000 -47.5251
-7.50000 4.00000 1.50000 -47.5194
-7.50000 4.00000 1.50000 -47.5138
-7.50000 4.00000 1.50000 -47.5081
-7.50000 4.00000 1.50000 -47.5024
-7.50000 4.00000 1.50000 -47.4967
-7.50000 4.00000 1.50000 -47.4911
-7.50000 4.00000 1.50000 -47.4854
-7.50000 4.00000 1.50000 -47.4797
-7.50000 4.00000 1.50000 -47.4739
-7.50000 4.00000 1.50000 -47.4682
-7.50000 4.00000 1.50000 -47.4625
-7.50000 4.00000 1.50000 -47.4568
-7.50000 4.00000 1.50000 -47.4510
-7.50000 4.00000 1.50000 -47.4453
-7.50000 4.00000 1.50000 -47.4395
-7.50000 4.00000 1.50000 -47.4338
-7.50000 4.00000 1.50000 -47.4280
-7.50000 4.00000 1.50000 -47.4222
-7.50000 4.00000 1.50000 -47.4164
-7.50000 4.00000 1.50000 -47.4106
-7.50000 4.00000 1.50000 -47.4048
-7.50000 4.00000 1.50000 -47.3990
-7.50000 4.00000 1.50000 -47.3932
-7.50000 4.00000 1.50000 -47.3874
-7.50000 4.00000 1.50000 -47.3815
-7.50000 4.00000 1.50000 -47.3757
-7.50000 4.00000 1.50000 -47.3698
-7.50000 4.00000 1.50000 -47.3640
-7.50000 4.00000 1.50000 -47.3581
-7.50000 4.00000 1.50000 -47.3522
-7.50000 4.00000 1.50000 -47.3464
-7.50000 4.00000 1.50000 -47.3405
-7.50000 4.00000 1.50000 -47.3346
-7.50000 4.00000 1.50000 -47.3287
-7.50000 4.00000 1.50000 -47.3228
-7.50000 4.00000 1.50000 -47.3168
-7.50000 4.00000 1.50000 -47.3109
-7.50000 4.00000 1.50000 -47.3050
-7.50000 4.00000 1.50000 -47.2990
-7.50000 4.00000 1.50000 -47.2931
-7.50000 4.00000 1.50000 -47.2871
-7.50000 4.00000 1.50000 -47.2812
-7.50000 4.00000 1.50000 -47.2752
-7.50000 4.00000 1.50000 -47.2692
-7.50000 4.00000 1.50000 -47.2632
-7.50000 4.00000 1.50000 -47.2572
-7.50000 4.00000 1.50000 -47.2512
-7.50000 4.00000 1.50000 -47.2452
-7.50000 4.00000 1.50000 -47.2392
-7.50000 4.00000 1.50000 -47.2332
-7.50000 4.00000 1.50000 -47.2271
-7.50000 4.00000 1.50000 -47.2211
-7.50000 4.00000 1.50000 -47.2150
-7.50000 4.00000 1.50000 -47.2090
-7.50000 4.00000 1.50000 -47.2029
-7.50000 4.00000 1.50000 -47.1968
-7.50000 4.00000 1.50000 -47.1908
-7.50000 4.00000 1.50000 -47.1847
-7.50000 4.00000 1.50000 -47.1786
-7.50000 4.00000 1.50000 -47.1724
-7.50000 4.00000 1.50000 -47.1663
